	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV.3870	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Arctic95B-14	Arctic95B-14	uncultured_bacterium
ASV.3871	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV.3872	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	uncultured	uncultured	NA
ASV.3873	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	NA
ASV.3874	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV.3875	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	uncultured_organism
ASV.3876	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	uncultured	uncultured_organism
ASV.3877	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	EC3	EC3	uncultured_bacterium
ASV.3878	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	uncultured	NA
ASV.3879	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV.388	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales	Acaryochloridaceae	Acaryochloris_MBIC11017	NA
ASV.3880	Bacteria	Proteobacteria	Magnetococcia	Magnetococcales	Magnetococcaceae	Magnetococcus	NA
ASV.3881	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter	uncultured_Bacteroidetes
ASV.3882	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	uncultured_bacterium
ASV.3883	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexales	Pseudobacteriovorax	uncultured_bacterium
ASV.3884	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	uncultured_Sphingobacterium
ASV.3885	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	uncultured_bacterium
ASV.3886	Bacteria	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	uncultured_Latescibacteria
ASV.3887	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	uncultured_bacterium
ASV.3888	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	NA
ASV.3889	Bacteria	NA	NA	NA	NA	NA	NA
ASV.389	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007	NA
ASV.3890	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	uncultured_Bacteroidetes
ASV.3891	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_Amoebophilus	uncultured_Bacteroidetes
ASV.3892	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Actibacter	NA
ASV.3893	Bacteria	Planctomycetota	Pla3_lineage	Pla3_lineage	Pla3_lineage	Pla3_lineage	uncultured_bacterium
ASV.3894	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	uncultured_bacterium
ASV.3895	Bacteria	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	uncultured_bacterium
ASV.3896	Bacteria	NA	NA	NA	NA	NA	NA
ASV.3897	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	uncultured_Bacteroidetes
ASV.3898	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum	Marinifilum_sp.
ASV.3899	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Babeliaceae	NA
ASV.39	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_deep-sea
ASV.390	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV.3900	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	uncultured_bacterium
ASV.3901	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	uncultured_actinobacterium
ASV.3902	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV.3903	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	uncultured_Bacteroidetes
ASV.3904	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA
ASV.3905	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Unknown_Family	NA
ASV.3906	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	uncultured_Planctomycetales
ASV.3907	Bacteria	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	uncultured_bacterium
ASV.3908	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	uncultured_bacterium
ASV.3909	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	uncultured	uncultured	uncultured_Bacteroidetes
ASV.391	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus	NA
ASV.3910	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	uncultured	alpha_proteobacterium
ASV.3911	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	NA
ASV.3912	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	uncultured	uncultured_bacterium
ASV.3913	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured	uncultured_bacterium
ASV.3914	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thiohalophilus	NA
ASV.3915	Bacteria	NA	NA	NA	NA	NA	NA
ASV.3916	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	uncultured_organism
ASV.3917	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales	Acaryochloridaceae	Acaryochloris_MBIC11017	uncultured_Acaryochloris
ASV.3918	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured	uncultured	uncultured	metagenome
ASV.3919	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	uncultured_bacterium
ASV.392	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae1	Alcanivorax	NA
ASV.3920	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	uncultured_bacterium
ASV.3921	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	uncultured_organism
ASV.3922	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Limibaculum	NA
ASV.3923	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured	NA
ASV.3924	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	uncultured	uncultured_delta
ASV.3925	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	uncultured	NA
ASV.3926	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA
ASV.3927	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	uncultured	NA
ASV.3928	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	marine_metagenome
ASV.3929	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	uncultured	NA
ASV.393	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
ASV.3930	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	uncultured	uncultured	uncultured_Planctomycetales
ASV.3931	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	uncultured	uncultured_bacterium
ASV.3932	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira	NA
ASV.3933	Bacteria	Proteobacteria	Gammaproteobacteria	AT-s2-59	AT-s2-59	AT-s2-59	uncultured_bacterium
ASV.3934	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	NA
ASV.3935	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	uncultured	uncultured_planctomycete
ASV.3936	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	uncultured_Bacteriovorax
ASV.3937	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	uncultured_organism
ASV.3938	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured	uncultured_bacterium
ASV.3939	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV.394	Bacteria	NA	NA	NA	NA	NA	NA
ASV.3940	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	uncultured_bacterium
ASV.3941	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV.3942	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	SCGC_AAA164-E04	uncultured_bacterium
ASV.3943	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Bermanella	uncultured_bacterium
ASV.3944	Bacteria	NA	NA	NA	NA	NA	NA
ASV.3945	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured	uncultured_Flammeovirgaceae
ASV.3946	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV.3947	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	NA	NA	NA
ASV.3948	Bacteria	MBNT15	MBNT15	MBNT15	MBNT15	MBNT15	NA
ASV.3949	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter	NA
ASV.395	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Blattabacteriaceae	uncultured	uncultured_Flavobacteriaceae
ASV.3950	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV.3951	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_deep-sea
ASV.3952	Bacteria	NA	NA	NA	NA	NA	NA
ASV.3953	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	uncultured	marine_metagenome
ASV.3954	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV.3955	Bacteria	NA	NA	NA	NA	NA	NA
ASV.3956	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV.3957	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia	uncultured_Alphaproteobacteria
ASV.3958	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	uncultured_bacterium
ASV.3959	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella	NA
ASV.396	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	uncultured_planctomycete
ASV.3960	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	Chlamydiaceae	uncultured_Chlamydiales
ASV.3961	Bacteria	Verrucomicrobiota	Lentisphaeria	SS1-B-02-17	SS1-B-02-17	SS1-B-02-17	uncultured_Lentisphaerae
ASV.3962	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	uncultured	uncultured_planctomycete
ASV.3963	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	NA
ASV.3964	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	uncultured	uncultured_gamma
ASV.3965	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	NA	NA
ASV.3966	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	uncultured_bacterium
ASV.3967	Bacteria	Planctomycetota	Pla3_lineage	Pla3_lineage	Pla3_lineage	Pla3_lineage	uncultured_bacterium
ASV.3968	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	Bradymonadales	Bradymonadales	uncultured_delta
ASV.3969	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum	NA
ASV.397	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV.3970	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	NA
ASV.3971	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	metagenome
ASV.3972	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV.3973	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Parvularcula	uncultured_Alphaproteobacteria
ASV.3974	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
ASV.3975	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter	NA
ASV.3976	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured	uncultured_bacterium
ASV.3977	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedensaceae	uncultured_organism
ASV.3978	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	uncultured	uncultured_bacterium
ASV.3979	Bacteria	WPS-2	WPS-2	WPS-2	WPS-2	WPS-2	uncultured_bacterium
ASV.398	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus	NA
ASV.3980	Bacteria	Proteobacteria	Magnetococcia	Magnetococcales	Magnetococcaceae	Magnetococcus	uncultured_Magnetococcus
ASV.3981	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia	NA
ASV.3982	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	NA
ASV.3983	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	NA
ASV.3984	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius	NA
ASV.3985	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
ASV.3986	Bacteria	Planctomycetota	BD7-11	BD7-11	BD7-11	BD7-11	uncultured_marine
ASV.3987	Bacteria	NA	NA	NA	NA	NA	NA
ASV.3988	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	NA
ASV.3989	Bacteria	NA	NA	NA	NA	NA	NA
ASV.399	Bacteria	NA	NA	NA	NA	NA	NA
ASV.3990	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	uncultured	NA
ASV.3991	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Haloferula	uncultured_bacterium
ASV.3992	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_bacterium
ASV.3993	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
ASV.3994	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	uncultured_bacterium
ASV.3995	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	uncultured_bacterium
ASV.3996	Bacteria	NA	NA	NA	NA	NA	NA
ASV.3997	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	Ga0077536	Ga0077536	uncultured_gamma
ASV.3998	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	NA
ASV.3999	Bacteria	RCP2-54	RCP2-54	RCP2-54	RCP2-54	RCP2-54	hydrothermal_vent
ASV.4	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	uncultured_bacterium
ASV.40	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aureisphaera	Aureisphaera_galaxeae
ASV.400	Bacteria	Planctomycetota	028H05-P-BN-P5	028H05-P-BN-P5	028H05-P-BN-P5	028H05-P-BN-P5	uncultured_bacterium
ASV.4000	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV.4001	Bacteria	NA	NA	NA	NA	NA	NA
ASV.4002	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	uncultured	NA
ASV.4003	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	uncultured_marine
ASV.4004	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	NA	NA	NA
ASV.4005	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	uncultured	uncultured_bacterium
ASV.4006	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	uncultured_bacterium
ASV.4007	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	uncultured_Bacteroidetes
ASV.4008	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	NA
ASV.4009	Bacteria	Planctomycetota	Pla4_lineage	Pla4_lineage	Pla4_lineage	Pla4_lineage	uncultured_bacterium
ASV.401	Bacteria	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	uncultured_bacterium
ASV.4010	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	uncultured_bacterium
ASV.4011	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	uncultured_bacterium
ASV.4012	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_SR1	Absconditabacteriales_SR1	Absconditabacteriales_SR1	uncultured_bacterium
ASV.4013	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	Thalassotalea_ganghwensis
ASV.4014	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	uncultured	uncultured	NA
ASV.4015	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus	uncultured_Verrucomicrobia
ASV.4016	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	NA
ASV.4017	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_bacterium
ASV.4018	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV.4019	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Owenweeksia	uncultured_marine
ASV.402	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfolunaceae	uncultured	uncultured_bacterium
ASV.4020	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA
ASV.4021	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV.4022	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_bacterium
ASV.4023	Bacteria	Planctomycetota	BD7-11	BD7-11	BD7-11	BD7-11	uncultured_bacterium
ASV.4024	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	uncultured_bacterium
ASV.4025	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV.4026	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured_bacterium
ASV.4027	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured	NA
ASV.4028	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV.4029	Bacteria	Myxococcota	Polyangia	Blfdi19	Blfdi19	Blfdi19	uncultured_bacterium
ASV.403	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV.4030	Bacteria	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	SAR324_clade_marine_group_B	Candidatus_Nitrosoarchaeum
ASV.4031	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41	WCHB1-41	NA
ASV.4032	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Unknown_Family	uncultured_bacterium
ASV.4033	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_9	Subgroup_9	Subgroup_9	uncultured_bacterium
ASV.4034	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	uncultured	uncultured	uncultured_bacterium
ASV.4035	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	EC3	EC3	uncultured_bacterium
ASV.4036	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	NA
ASV.4037	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV.4038	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8	BD7-8	BD7-8	uncultured_bacterium
ASV.4039	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	Aliikangiella	Aliikangiella_marina
ASV.404	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Limibaculum	uncultured_organism
ASV.4040	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius	uncultured_bacterium
ASV.4041	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales	Woesearchaeales	uncultured_archaeon
ASV.4042	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	NA	NA
ASV.4043	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	EF100-94H03	EF100-94H03	uncultured_Parvibaculum
ASV.4044	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira	uncultured_Alphaproteobacteria
ASV.4045	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	uncultured_planctomycete
ASV.4046	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	GW2011_GWC1_47_15	uncultured_archaeon
ASV.4047	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	uncultured_bacterium
ASV.4048	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Cenarchaeum	NA
ASV.4049	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	uncultured_organism
ASV.405	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cognatishimia	uncultured_bacterium
ASV.4050	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured	uncultured_bacterium
ASV.4051	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	NA
ASV.4052	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV.4053	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	NA
ASV.4054	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	uncultured	uncultured	NA
ASV.4055	Bacteria	Planctomycetota	OM190	OM190	OM190	OM190	uncultured_bacterium
ASV.4056	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	uncultured	uncultured	NA
ASV.4057	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	SB-5	uncultured_organism
ASV.4058	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
ASV.4059	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Thalassospiraceae	Thalassospira	NA
ASV.406	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV.4060	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA
ASV.4061	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured_bacterium
ASV.4062	Bacteria	Acidobacteriota	Subgroup_22	Subgroup_22	Subgroup_22	Subgroup_22	NA
ASV.4063	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SM23-30	SM23-30	uncultured_organism
ASV.4064	Bacteria	NA	NA	NA	NA	NA	NA
ASV.4065	Bacteria	NA	NA	NA	NA	NA	NA
ASV.4066	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales	Woesearchaeales	NA
ASV.4067	Bacteria	NA	NA	NA	NA	NA	NA
ASV.4068	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	uncultured_Flammeovirgaceae
ASV.4069	Bacteria	Planctomycetota	BD7-11	BD7-11	BD7-11	BD7-11	uncultured_bacterium
ASV.407	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV.4070	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21	NA
ASV.4071	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV.4072	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas	uncultured_bacterium
ASV.4073	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21	NA
